0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-5 -4 -3 -2 -1 1 2 3 4 5 6 7 8 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 17 16 15 14 13 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0  
0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 22 23 24 25 26 27 28 29 30 31 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0  
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0  
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0  
0 0 0 0 0 0 0 0 0 0 0 0 46 45 44 43 42 41 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
